Date,Close/Last
3/21/2025,$97.07 
3/24/2025,$95.72 
3/25/2025,$95.88 
3/26/2025,$97.97 
3/27/2025,$98.85 
3/28/2025,$97.73 
3/31/2025,$98.09 
4/1/2025,$98.23 
4/2/2025,$99.41 
4/3/2025,$88.26 
4/4/2025,$82.10 
4/7/2025,$80.00 
4/8/2025,$79.69 
4/9/2025,$88.68 
4/10/2025,$84.60 
4/11/2025,$85.43 
4/14/2025,$85.49 
4/15/2025,$83.71 
4/16/2025,$80.76 
4/17/2025,$81.50 
4/21/2025,$80.68 
4/22/2025,$81.75 
4/23/2025,$82.81 
4/24/2025,$83.86 
4/25/2025,$83.81 
4/28/2025,$83.90 
4/29/2025,$84.85 
4/30/2025,$80.05 
5/1/2025,$82.01 
5/2/2025,$84.69 
5/5/2025,$81.66 
5/6/2025,$82.78 
5/7/2025,$82.71 
5/8/2025,$82.19 
5/9/2025,$80.30 
5/12/2025,$85.67 
5/13/2025,$86.88 
5/14/2025,$86.54 
5/15/2025,$87.26 
5/16/2025,$85.57 
5/19/2025,$84.61 
5/20/2025,$85.59 
5/21/2025,$82.98 
5/22/2025,$83.97 
5/23/2025,$84.40 
5/27/2025,$87.01 
5/28/2025,$86.00 
5/29/2025,$84.05 
5/30/2025,$83.95 
6/2/2025,$85.19 
6/3/2025,$86.60 
6/4/2025,$88.11 
6/5/2025,$86.99 
6/6/2025,$89.64 
6/9/2025,$90.67 
6/10/2025,$91.43 
6/11/2025,$95.39 
6/12/2025,$94.32 
6/13/2025,$93.26 
6/16/2025,$93.48 
6/17/2025,$91.59 
6/18/2025,$92.28 
6/20/2025,$93.12 
6/23/2025,$92.34 
6/24/2025,$91.50 
6/25/2025,$91.10 
6/26/2025,$91.84 
6/27/2025,$92.11 
6/30/2025,$91.63 
7/1/2025,$94.92 
7/2/2025,$94.18 
7/3/2025,$94.44 
7/7/2025,$93.64 
7/8/2025,$94.94 
7/9/2025,$95.25 
7/10/2025,$95.15 
7/11/2025,$94.94 
7/14/2025,$93.42 
7/15/2025,$92.48 
7/16/2025,$92.51 
7/17/2025,$93.19 
7/18/2025,$93.80 
7/21/2025,$92.66 
7/22/2025,$96.94 
7/23/2025,$95.92 
7/24/2025,$93.70 
7/25/2025,$94.42 
7/28/2025,$93.67 
7/29/2025,$92.96 
7/30/2025,$92.76 
7/31/2025,$89.16 
8/1/2025,$86.86 
8/4/2025,$89.78 
8/5/2025,$90.20 
8/6/2025,$88.99 
8/7/2025,$91.02 
8/8/2025,$92.12 
8/11/2025,$91.74 
8/12/2025,$93.37 
8/13/2025,$94.18 
8/14/2025,$93.06 
8/15/2025,$90.60 
8/18/2025,$92.54 
8/19/2025,$90.93 
8/20/2025,$89.51 
8/21/2025,$88.56 
8/22/2025,$88.38 
8/25/2025,$85.81 
8/26/2025,$86.63 
8/27/2025,$87.66 
